FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,ECODISTRIC,ECOREGION,ECOZONE,CFS_ECOZ,SRC_AGY2 
371640,NT,VQ-019, ,64.066599999999994,-120.016600000000000,1991,7,22,1991-07-22 00:00:00,,1991-09-28 00:00:00,1990-1999,5507.000000000000000,L, , ,Abandoned,NT-1991-VQ-019, , ,2018-06-15 00:00:00,229,59,4,4,NT
365747,NT,60ZF5, ,63.430000000000000,-110.500000000000000,1960,6,19,1960-06-19 00:00:00,,,1960-1969,656.000000000000000,L,NA, , ,NT-1960-60ZF5, , ,2008-11-12 00:00:00,258,68,5,5a,NT
86849,BC,1987-C50106, ,51.338999999999999,-124.828999999999990,1987,7,22,1987-07-22 00:00:00,,,1980-1989,2286.400000000000100,L, ,Fire, ,BC-1987-1987-C50106, , ,2020-05-05 00:00:00,948,192,13,13,BC
165171,AB,DF2-006-75,DF2006,58.969000000000001,-116.141700000000000,1975,7,12,1975-07-12 00:00:00,,,1970-1979,2218.150801679999900,L, , , ,AB-1975-DF2-006-75, , ,2020-06-01 00:00:00,254,65,4,4,AB
361322,NT,1976CR-017, ,60.966700000000003,-107.516700000000000,1976,7,15,1976-07-15 00:00:00,,,1970-1979,5375.100000000000400,U,EXT, , ,NT-1976-1976CR-017, , ,,273,71,5,5a,NT
379432,NT,SS027-15, ,60.603332999999999,-114.372833000000000,2015,6,23,2015-06-23 00:00:00,,2015-08-26 00:00:00,2010-2019,1864.700000000000000,L,Limited Action, , ,NT-2015-SS027-15, , ,2018-06-15 00:00:00,576,136,9,9,NT
384764,YT,2012DA013, ,65.849999999999994,-137.349999999999990,2012,6,23,2012-06-23 00:00:00,,2012-06-23 00:00:00,2010-2019,2097.150000000000100,L,Wilderness FMZ, ,Dempster Hwy km 288,YT-2012-2012DA013, , ,2016-06-16 00:00:00,869,169,11,11,YT
225274,SK,BEAR1,BEAR1,58.244799999999998,-107.802100000000000,1999,6,29,1999-06-29 00:00:00,,1999-07-22 00:00:00,1990-1999,1754.000000000000000,L, ,Wildfire, ,SK-1999-BEAR1, , ,2020-04-03 00:00:00,340,87,6,6a,SK
385541,YT,2013TE001, ,61.157150000000001,-133.176817000000000,2013,7,15,2013-07-15 00:00:00,,2013-11-04 00:00:00,2010-2019,700.000000000000000,L,Transition FMZ, ,Quiet Lake,YT-2013-2013TE001, , ,2016-06-16 00:00:00,911,178,12,12,YT
379718,YT,2013MA019, ,65.469733000000005,-135.255149999999990,2013,7,20,2013-07-20 00:00:00,,2013-09-30 00:00:00,2010-2019,2000.000000000000000,L,Wilderness FMZ, ,Wind River,YT-2013-2013MA019, , ,2016-06-16 00:00:00,195,51,4,4,YT
320136,ON,2013-RED32, ,51.474652800000001,-94.370427000000007,2013,7,2,2013-07-02 00:00:00,,2013-09-08 00:00:00,2010-2019,2308.000000000000000,L,MON,IFR, ,ON-2013-RED32,location not ignition - coords derived from poly, ,2014-04-17 00:00:00,372,90,6,6a,ON
200291,AB,HWF062, ,58.551000000000002,-114.098600000000000,2002,6,9,2002-06-09 00:00:00,,2002-11-01 00:00:00,2000-2009,6670.000000000000000,H, ,Crown,fueltype: C2,AB-2002-HWF062, , ,2020-06-01 00:00:00,578,136,9,9,AB
314883,ON,RED69, ,53.475700000000003,-93.225999999999999,1989,7,18,1989-07-18 00:00:00,,,1980-1989,6800.000000000000000,L,EXT, , ,ON-1989-RED69, , ,,364,89,6,6a,ON
210698,SK,MERVIN2,MERVIN2,56.478999999999999,-108.218000000000000,2003,7,31,2003-07-31 00:00:00,,2003-08-19 00:00:00,2000-2009,700.000000000000000,L, ,Wildfire, ,SK-2003-MERVIN2, , ,2020-04-03 00:00:00,351,88,6,6a,SK
215372,SK,KELIC,KELIC,57.453099999999999,-108.260400000000000,1998,7,7,1998-07-07 00:00:00,,1998-10-07 00:00:00,1990-1999,61000.000000000000000,L, ,Wildfire, ,SK-1998-KELIC, , ,2020-04-03 00:00:00,342,87,6,6a,SK
394685,NL,1996-639, ,53.200000000000003,-65.480000000000004,1996,8,3,1996-08-03 00:00:00,,,1990-1999,2048.000000000000000,L,NA, , ,NL-1996-639, ,removed duplicate,2008-11-12 00:00:00,312,78,5,5b,NL
115954,BC,2003-K30465, ,51.499600000000001,-118.857500000000000,2003,8,7,2003-08-07 00:00:00,,,2000-2009,676.000000000000000,L, ,Fire, ,BC-2003-2003-K30465, , ,2020-05-05 00:00:00,985,205,14,14,BC
360101,NT,1977ZF-064, ,63.883299999999998,-116.266700000000000,1977,7,30,1977-07-30 00:00:00,,,1970-1979,1162.000000000000000,L,Intensive, , ,NT-1977-1977ZF-064, , ,,257,68,5,5a,NT
398806,PC-NA,2004-NA-2,04NAH002,61.545800000000000,-125.480000000000000,2004,6,28,2004-06-28 00:00:00,,,2000-2009,1151.000000000000000,L,EXT, , ,PC-NA-2004-NA-2, , ,2008-08-19 00:00:00,233,61,4,4,PC
235768,MB,1-7-47-77, ,54.019799999999996,-94.707099999999997,1977,6,25,1977-06-25 00:00:00,1977-06-26 00:00:00,1977-07-12 00:00:00,1970-1979,1566.000000000000000,L,Intensive, , ,MB-1977-1-7-47-77, , ,2008-07-24 00:00:00,364,89,6,6a,MB
250539,MB,NW-205-053-98, ,55.633000000000003,-101.967000000000000,1998,8,23,1998-08-23 00:00:00,,,1990-1999,804.200000000000050,L,Intensive, , ,MB-1998-NW-205-053-98, , ,2008-07-24 00:00:00,353,88,6,6a,MB
210136,SK,FLETT,FLETT,58.921861040000003,-103.960777900000000,1984,7,30,1984-07-30 00:00:00,,1984-08-16 00:00:00,1980-1989,2195.809999999999900,L, ,Wildfire, ,SK-1984-FLETT, , ,2020-04-03 00:00:00,335,87,6,6a,SK
360028,NT,1973ZF-107, ,62.983300000000000,-112.650000000000010,1973,6,24,1973-06-24 00:00:00,,,1970-1979,2156.099999999999900,L,EXT, , ,NT-1973-1973ZF-107, , ,,257,68,5,5a,NT
359800,NT,1973ZF-092, ,64.133300000000006,-116.716700000000000,1973,6,22,1973-06-22 00:00:00,,,1970-1979,639.710000000000040,L,EXT, , ,NT-1973-1973ZF-092, , ,,255,68,5,5a,NT
341229,QC,1991-4093, ,49.019790000000000,-68.850840000000005,1991,6,18,1991-06-18 00:00:00,,1991-07-06 00:00:00,1990-1999,3000.000000000000000,L,Intensive, , ,QC-1991-4093, , ,2018-05-18 00:00:00,438,101,6,6b,QC
345631,QC,1997-249, ,50.557560000000002,-77.598720000000000,1997,6,7,1997-06-07 00:00:00,,1997-06-22 00:00:00,1990-1999,6980.000000000000000,L,Intensive, , ,QC-1997-249, , ,2018-05-18 00:00:00,398,96,6,6b,QC
10950,BC,1961-G00391, ,53.241999999999997,-119.980999999999990,1961,8,13,1961-08-13 00:00:00,,,1960-1969,14876.200000000001000,H, ,Fire, ,BC-1961-1961-G00391, , ,2020-05-05 00:00:00,993,206,14,14,BC
209966,SK,ESKER,ESKER,59.906300000000002,-102.770799999999990,1989,7,18,1989-07-18 00:00:00,,1989-07-20 00:00:00,1980-1989,540.000000000000000,L, ,Wildfire, ,SK-1989-ESKER, , ,2020-04-03 00:00:00,276,71,5,5a,SK
215482,SK,CRANE,CRANE,56.817700000000002,-106.114600000000000,1999,5,27,1999-05-27 00:00:00,,1999-06-16 00:00:00,1990-1999,2800.000000000000000,L, ,Wildfire, ,SK-1999-CRANE, , ,2020-04-03 00:00:00,345,88,6,6a,SK
315657,ON,COC51, ,51.619000000000000,-81.353899999999996,1997,7,25,1997-07-25 00:00:00,,,1990-1999,8500.000000000000000,L,Intensive, , ,ON-1997-COC51, , ,,1028,217,15,15,ON
385661,YT,2009WL007, ,61.088333300000002,-129.154166699999990,2009,7,30,2009-07-30 00:00:00,,2009-09-28 00:00:00,2000-2009,1693.200000000000000,L,Stratigic FMZ, ,Frances Lake Area,YT-2009-2009WL007, , ,2016-06-16 00:00:00,925,181,12,12,YT
372876,NT,CR-058, ,60.833300000000001,-108.183300000000000,1998,8,1,1998-08-01 00:00:00,,1998-09-08 00:00:00,1990-1999,2050.000000000000000,L,Monitored, , ,NT-1998-CR-058, , ,2018-06-15 00:00:00,262,69,5,5a,NT
373350,NT,1981JF-008, ,61.200000000000003,-124.750000000000000,1981,7,29,1981-07-29 00:00:00,,,1980-1989,61258.000000000000000,L,NA, , ,NT-1981-1981JF-008, , ,,235,62,4,4,NT
315267,ON,SIO153, ,53.021700000000003,-90.674199999999999,1989,7,19,1989-07-19 00:00:00,,,1980-1989,1020.000000000000000,L,EXT, , ,ON-1989-SIO153, , ,,393,95,6,6a,ON
372583,NT,FS-014, ,61.783299999999997,-120.066599999999990,1995,6,21,1995-06-21 00:00:00,,1995-11-03 00:00:00,1990-1999,267000.000000000000000,L, , ,Abandoned,NT-1995-FS-014, , ,2018-06-15 00:00:00,236,63,4,4,NT
240934,MB,1-6-2-88, ,55.100000000000001,-93.500000000000000,1988,6,16,1988-06-16 00:00:00,1987-11-30 00:00:00,1987-11-30 00:00:00,1980-1989,2100.000000000000000,L,EXT, , ,MB-1988-1-6-2-88,chk year and outdate year, ,2008-07-24 00:00:00,364,89,6,6a,MB
215211,SK,LIVING,LIVING,58.359400000000001,-107.614600000000000,1983,8,10,1983-08-10 00:00:00,,1983-08-24 00:00:00,1980-1989,13376.273999999999000,L, ,Wildfire, ,SK-1983-LIVING, , ,2020-04-03 00:00:00,337,87,6,6a,SK
400820,PC-WB,53WB033, ,58.500000000000000,-112.500000000000000,1953,7,12,1953-07-12 00:00:00,,,1950-1959,80939.000000000000000,L, , , ,PC-WB-1953-53WB033, , ,2008-11-13 00:00:00,578,136,9,9,PC
25124,BC,1969-R00131, ,58.067999999999998,-130.562000000000010,1969,6,14,1969-06-14 00:00:00,,,1960-1969,10038.600000000000000,L, ,Fire, ,BC-1969-1969-R00131, , ,2020-05-05 00:00:00,922,180,12,12,BC
379452,NT,FS035-16, ,60.175666000000000,-123.906666000000000,2016,7,13,2016-07-13 00:00:00,,2016-09-08 00:00:00,2010-2019,715.399999999999980,L,Monitored, , ,NT-2016-FS035-16, , ,2018-06-15 00:00:00,248,65,4,4,NT
90068,BC,1990-G90069, ,58.500000000000000,-125.148000000000000,1990,9,19,1990-09-19 00:00:00,,,1990-1999,836.600000000000020,H, ,Fire, ,BC-1990-1990-G90069, , ,2020-05-05 00:00:00,933,183,12,12,BC
205531,SK,17BN-VISION,17BN-VISION,57.724699999999999,-109.252717000000000,2017,7,22,2017-07-22 00:00:00,,2017-09-25 00:00:00,2010-2019,7079.000000000000000,L, ,Wildfire, ,SK-2017-17BN-VISION, , ,2020-04-03 00:00:00,633,139,9,9,SK
234069,MB,6-8-1-75, ,51.768200000000000,-98.526499999999999,1975,5,11,1975-05-11 00:00:00,,,1970-1979,600.000000000000000,H,Intensive, , ,MB-1975-6-8-1-75, , ,2008-07-24 00:00:00,720,155,9,9,MB
329725,QC,1976-7175, ,53.441850000000002,-73.897040000000004,1976,7,6,1976-07-06 00:00:00,,1976-07-28 00:00:00,1970-1979,4511.399999999999600,L,Nordique, , ,QC-1976-7175, , ,2018-05-18 00:00:00,285,72,5,5b,QC
248720,MB,CE-408-017-99, ,51.845999999999997,-99.722999999999999,1999,4,23,1999-04-23 00:00:00,1999-04-23 00:00:00,1999-05-28 00:00:00,1990-1999,1476.099999999999900,H,Intensive, , ,MB-1999-CE-408-017-99, , ,2008-07-24 00:00:00,718,155,9,9,MB
371683,NT,FS-036, ,63.102800000000002,-123.360300000000000,2005,7,11,2005-07-11 00:00:00,,2005-10-24 00:00:00,2000-2009,25223.490000000002000,L,Limited Action, , ,NT-2005-FS-036, , ,2018-06-15 00:00:00,222,56,4,4,NT
315264,ON,SIO139, ,53.534300000000002,-90.676400000000001,1989,7,17,1989-07-17 00:00:00,,,1980-1989,3265.000000000000000,L,EXT, , ,ON-1989-SIO139, , ,,393,95,6,6a,ON
125894,BC,2006-G40363, ,53.527799999999999,-124.942800000000010,2006,7,2,2006-07-02 00:00:00,,,2000-2009,1590.000000000000000,L, ,Fire, ,BC-2006-2006-G40363, , ,2020-05-05 00:00:00,972,202,14,14,BC
375502,YT,2004MA022, ,64.064999999999998,-133.864722199999990,2004,7,8,2004-07-08 00:00:00,,2004-10-30 00:00:00,2000-2009,12998.000000000000000,L,Wilderness FMZ, ,10 Miles East Beaver River,YT-2004-2004MA022, , ,2016-06-16 00:00:00,870,170,11,11,YT
357189,QC,2007-405, ,49.053060000000002,-73.748630000000006,2007,6,12,2007-06-12 00:00:00,,2007-07-04 00:00:00,2000-2009,1018.300000000000000,L,Intensive, , ,QC-2007-405, , ,2018-05-18 00:00:00,414,99,6,6b,QC
251443,MB,F73, ,55.082999999999998,-98.715999999999994,1961,7,6,1961-07-06 00:00:00,,,1960-1969,4663.899999999999600,L,Intensive, , ,MB-1961-F73, , ,2008-11-12 00:00:00,363,89,6,6a,MB
257215,MB,NE311, ,53.556944000000001,-96.898611000000002,2017,8,19,2017-08-19 00:00:00,,2017-10-01 00:00:00,2010-2019,2442.000000000000000,L,G (Low Priority), ,No Action,MB-2017-NE311, , ,2018-05-18 00:00:00,366,89,6,6a,MB
378308,YT,1969WL016, ,60.821334000000000,-128.434608000000000,1969,6,14,1969-06-14 00:00:00,,,1960-1969,2377.360000000000100,L, , , ,YT-1969-1969WL016, , ,2016-06-16 00:00:00,925,181,12,12,YT
400961,PC-WB,50WB061, ,58.250000000000000,-112.000000000000000,1950,7,23,1950-07-23 00:00:00,,1950-09-28 00:00:00,1950-1959,48563.000000000000000,L, , , ,PC-WB-1950-50WB061, , ,2008-11-13 00:00:00,580,136,9,9,PC
315612,ON,GER71, ,52.485599999999998,-86.396199999999993,1989,7,10,1989-07-10 00:00:00,,,1980-1989,1900.000000000000000,L,EXT, , ,ON-1989-GER71, , ,,1028,217,15,15,ON
65139,BC,1983-G90023, ,58.398000000000003,-124.382000000000010,1983,5,29,1983-05-29 00:00:00,,,1980-1989,1468.000000000000000,H, ,Fire, ,BC-1983-1983-G90023, , ,2020-05-05 00:00:00,934,183,12,12,BC
148498,BC,2018-G10696, ,53.444899999999997,-124.025499999999990,2018,6,21,2018-06-21 00:00:00,,,2010-2019,2245.199999999999800,L, ,Fire, ,BC-2018-2018-G10696, , ,2020-05-05 00:00:00,974,202,14,14,BC
97526,BC,1990-VA0035, ,51.866000000000000,-126.668000000000010,1990,8,12,1990-08-12 00:00:00,,,1990-1999,1000.000000000000000,L, ,Fire, ,BC-1990-1990-VA0035, , ,2020-05-05 00:00:00,948,192,13,13,BC
143395,BC,2016-K70443, ,50.201799999999999,-121.586200000000010,2016,8,31,2016-08-31 00:00:00,,,2010-2019,538.000000000000000,H, ,Fire, ,BC-2016-2016-K70443, , ,2020-05-05 00:00:00,1003,208,14,14,BC
225040,SK,13SR-WESTSIDE,13SR-WESTSIDE,59.051133000000000,-107.450483000000010,2013,7,4,2013-07-04 00:00:00,,2013-08-03 00:00:00,2010-2019,652.500000000000000,L, ,Wildfire, ,SK-2013-13SR-WESTSIDE, , ,2020-04-03 00:00:00,331,87,6,6a,SK
381088,YT,1994RR018, ,62.100000000000001,-131.400000000000010,1994,7,27,1994-07-27 00:00:00,,,1990-1999,8737.659999999999900,L, , , ,YT-1994-1994RR018, , ,2016-06-16 00:00:00,903,176,12,12,YT
320369,QC,60018, ,50.875000000000000,-71.542000000000002,1964,7,7,1964-07-07 00:00:00,,,1960-1969,3600.099999999999900,L,EXT, , ,QC-1964-60018, , ,2008-11-12 00:00:00,433,101,6,6b,QC
345602,QC,1996-660, ,50.303959999999996,-78.964799999999997,1996,6,13,1996-06-13 00:00:00,,1996-07-09 00:00:00,1990-1999,1573.000000000000000,L,Nordique, , ,QC-1996-660, , ,2018-05-18 00:00:00,398,96,6,6b,QC
368071,NT,SM-024, ,60.056300000000000,-110.049100000000000,2008,7,31,2008-07-31 00:00:00,,,2000-2009,1663.000000000000000,L,Initial Attack, , ,NT-2008-SM-024, , ,2018-06-15 00:00:00,263,69,5,5a,NT
364893,NT,1974EV-017, ,67.250000000000000,-127.500000000000000,1974,7,12,1974-07-12 00:00:00,,,1970-1979,3736.099999999999900,L,EXT, , ,NT-1974-1974EV-017, , ,,214,54,4,4,NT
379728,YT,2017MA004, ,65.600783300000003,-134.406666699999990,2017,6,20,2017-06-20 00:00:00,,2017-09-30 00:00:00,2010-2019,56841.000000000000000,L,Wilderness FMZ, ,Canyon Range,YT-2017-2017MA004, , ,2018-06-14 00:00:00,195,51,4,4,YT
380529,YT,1999MA016, ,63.557222000000003,-133.016111000000000,1999,8,8,1999-08-08 00:00:00,,,1990-1999,621.080000000000040,L, , , ,YT-1999-1999MA016, , ,2016-06-16 00:00:00,901,176,12,12,YT
215072,SK,LITTLE,LITTLE,59.942700000000002,-105.718800000000000,1989,7,19,1989-07-19 00:00:00,,1989-08-24 00:00:00,1980-1989,1279.020612170000000,L, ,Wildfire, ,SK-1989-LITTLE, , ,2020-04-03 00:00:00,278,71,5,5a,SK
367192,NT,1981CR-020, ,62.500000000000000,-108.283000000000000,1981,7,31,1981-07-31 00:00:00,,,1980-1989,10400.000000000000000,L,NA, , ,NT-1981-1981CR-020, , ,,267,70,5,5a,NT
230656,SK,14LX-BARR,14LX-BARR,57.236300000000000,-107.171267000000000,2014,8,7,2014-08-07 00:00:00,,2014-09-10 00:00:00,2010-2019,12993.000000000000000,L, ,Wildfire, ,SK-2014-14LX-BARR, , ,2020-04-03 00:00:00,348,88,6,6a,SK
344707,QC,1995-831, ,53.313850000000002,-73.508070000000004,1995,6,28,1995-06-28 00:00:00,,1995-08-06 00:00:00,1990-1999,897.000000000000000,L,Nordique, , ,QC-1995-831, , ,2018-05-18 00:00:00,294,74,5,5b,QC
250811,MB,137, ,55.267000000000003,-93.417000000000002,1964,7,1,1964-07-01 00:00:00,,,1960-1969,1821.800000000000000,H,EXT, , ,MB-1964-137, , ,2008-11-12 00:00:00,360,89,6,6a,MB
361839,QC,2015-300, ,55.342500000000001,-75.874200000000002,2015,7,8,2015-07-08 00:00:00,,2015-07-21 00:00:00,2010-2019,639.600000000000020,L,Nordique, , ,QC-2015-300, , ,2018-05-18 00:00:00,284,72,5,5b,QC
187421,AB,LWF161, ,55.476182999999999,-112.027266999999990,2015,6,24,2015-06-24 00:00:00,,2016-02-09 00:00:00,2010-2019,11363.900000000000000,L, ,Crown,fueltype: C2,AB-2015-LWF161, , ,2020-06-01 00:00:00,638,139,9,9,AB
246541,MB,2-4-9-89, ,55.049999999999997,-99.400000000000006,1989,6,19,1989-06-19 00:00:00,1989-06-22 00:00:00,1989-07-05 00:00:00,1980-1989,2500.800000000000200,L,Intensive, , ,MB-1989-2-4-9-89, , ,2008-07-24 00:00:00,357,88,6,6a,MB
361506,NT,1977CR-002, ,61.600000000000001,-111.316700000000000,1977,6,17,1977-06-17 00:00:00,,,1970-1979,32977.000000000000000,L,EXT, , ,NT-1977-1977CR-002, , ,,263,69,5,5a,NT
369943,NT,1984VQ-022, ,66.750000000000000,-126.450000000000000,1984,6,23,1984-06-23 00:00:00,,,1980-1989,624.000000000000000,L,NA, , ,NT-1984-1984VQ-022, , ,,201,52,4,4,NT
314803,ON,2003-RED-91, ,53.713400000000000,-93.401499999999999,2003,8,16,2003-08-16 00:00:00,,2003-09-30 00:00:00,2000-2009,650.000000000000000,L,EXT, , ,ON-2003-RED-91, , ,2008-07-23 00:00:00,364,89,6,6a,ON
316221,ON,SIO156, ,52.164099999999998,-92.347200000000001,1983,9,1,1983-09-01 00:00:00,,,1980-1989,1214.099999999999900,L,EXT, , ,ON-1983-SIO156, , ,,372,90,6,6a,ON
255130,MB,2004115093, ,57.025801600000001,-100.659025900000000,2004,7,15,2004-07-15 00:00:00,,,2000-2009,1682.800000000000000,L, , , ,MB-2004-2004115093,used firepoly centroid for MB 2000-2004, ,,346,88,6,6a,MB
321694,ON,WAW-6-76, ,48.664000000000001,-85.462500000000006,1976,6,1,1976-06-01 00:00:00,1976-06-01 00:00:00,1976-06-21 00:00:00,1970-1979,736.500000000000000,H,Intensive, , ,ON-1976-WAW-6-76, , ,2008-06-19 00:00:00,403,96,6,6b,ON
362083,QC,2013-397, ,51.346100000000000,-62.443899999999999,2013,7,5,2013-07-05 00:00:00,2013-08-12 00:00:00,2013-08-12 00:00:00,2010-2019,45135.300000000003000,L,Nordique, , ,QC-2013-397, , ,2018-05-18 00:00:00,445,103,6,6b,QC
371400,NT,FS-003, ,63.033299999999997,-124.483300000000000,1988,6,14,1988-06-14 00:00:00,,1988-07-28 00:00:00,1980-1989,2600.000000000000000,L,Delayed Action, , ,NT-1988-FS-003, , ,2018-06-15 00:00:00,196,51,4,4,NT
370005,NT,1983EV-029, ,67.066999999999993,-132.199999999999990,1983,7,26,1983-07-26 00:00:00,,,1980-1989,2084.000000000000000,L,NA, , ,NT-1983-1983EV-029, , ,,210,53,4,4,NT
373025,NT,59HY6, ,62.049999999999997,-119.220000000000000,1959,7,6,1959-07-06 00:00:00,,,1950-1959,600.000000000000000,U,NA, , ,NT-1959-59HY6, , ,2008-11-12 00:00:00,237,63,4,4,NT
234317,MB,7-2-34-73, ,51.568199999999997,-100.211600000000000,1973,5,18,1973-05-18 00:00:00,,,1970-1979,1472.000000000000000,H,Intensive, , ,MB-1973-7-2-34-73, , ,2008-07-24 00:00:00,840,162,10,10,MB
215038,SK,PICEA,PICEA,59.913572960000003,-106.622896639999990,1985,7,2,1985-07-02 00:00:00,,1985-08-04 00:00:00,1980-1989,15590.017400000001000,L, ,Wildfire, ,SK-1985-PICEA, , ,2020-04-03 00:00:00,277,71,5,5a,SK
375507,YT,1971MA008, ,65.154993000000005,-133.866699000000010,1971,6,22,1971-06-22 00:00:00,,,1970-1979,7669.659999999999900,L, , , ,YT-1971-1971MA008, , ,2016-06-16 00:00:00,870,170,11,11,YT
315801,ON,RED-47-77, ,52.320300000000003,-94.347300000000004,1977,6,26,1977-06-26 00:00:00,1977-06-29 00:00:00,,1970-1979,582.700000000000050,L,EXT, , ,ON-1977-RED-47-77, , ,2008-06-19 00:00:00,371,90,6,6a,ON
323090,ON,2007-SAU-13,RIOUX,46.782400000000003,-83.326499999999996,2007,5,13,2007-05-13 00:00:00,2007-05-13 00:00:00,2007-06-15 00:00:00,2000-2009,1555.000000000000000,H,Intensive, , ,ON-2007-SAU-13, , ,2008-07-23 00:00:00,409,97,6,6b,ON
248732,MB,86, ,51.688000000000002,-99.566000000000003,1961,5,4,1961-05-04 00:00:00,,,1960-1969,647.769999999999980,L,Intensive, , ,MB-1961-86, , ,2008-11-12 00:00:00,718,155,9,9,MB
213550,SK,15LF-EAST,15LF-EAST,54.297983000000002,-105.364750000000000,2015,6,25,2015-06-25 00:00:00,,2015-07-17 00:00:00,2010-2019,733.560277000000040,L, ,Wildfire, ,SK-2015-15LF-EAST, , ,2020-04-03 00:00:00,658,139,9,9,SK
385862,YT,9980WL001, ,60.261752000000001,-125.824498000000010,-999,0,0,,,,1980-1989,4418.640000000000300,U, , , ,YT--999-9980WL001,Exact year of fire unknown. Refer to decade, ,2016-06-16 00:00:00,931,182,12,12,YT
69967,BC,1982-G90080, ,59.969999999999999,-126.157000000000000,1982,7,10,1982-07-10 00:00:00,,,1980-1989,1456.000000000000000,L, ,Fire, ,BC-1982-1982-G90080, , ,2020-05-05 00:00:00,931,182,12,12,BC
323164,QC,250032, ,46.585400000000000,-76.740700000000004,1962,6,2,1962-06-02 00:00:00,,,1960-1969,1680.200000000000000,L,Intensive, , ,QC-1962-250032, , ,2008-11-12 00:00:00,420,99,6,6b,QC
372855,NT,CR-072, ,60.466600000000000,-108.633300000000010,1994,6,28,1994-06-28 00:00:00,,1994-07-15 00:00:00,1990-1999,917.000000000000000,L,Monitored, , ,NT-1994-CR-072, , ,2018-06-15 00:00:00,262,69,5,5a,NT
216819,SK,06LX-DAVINE,06LX-DAVINE,55.570000000000000,-107.892000000000000,2006,6,28,2006-06-28 00:00:00,,2006-08-17 00:00:00,2000-2009,580.000000000000000,L, ,Wildfire, ,SK-2006-06LX-DAVINE, , ,2020-04-03 00:00:00,640,139,9,9,SK
251378,MB,103241, ,55.807000899999998,-94.842785100000000,2001,0,0,,,,2000-2009,1239.076000000000000,U, , , ,MB-2001-103241,used firepoly centroid for MB 2000-2004, ,,362,89,6,6a,MB
239928,MB,106919N80, ,55.700000000000003,-90.879999999999995,1989,7,18,1989-07-18 00:00:00,,,1980-1989,2456.599999999999900,L,EXT, , ,MB-1989-106919N80, , ,2008-07-24 00:00:00,1024,216,15,15,MB
35372,BC,1971-GI0044, ,55.575000000000003,-121.467000000000000,1971,5,7,1971-05-07 00:00:00,,,1970-1979,1549.900000000000100,H, ,Fire, ,BC-1971-1971-GI0044, , ,2020-05-05 00:00:00,618,145,9,9,BC
370390,NT,VQ-004, ,65.916600000000003,-125.000000000000000,1996,6,24,1996-06-24 00:00:00,,1996-08-06 00:00:00,1990-1999,10500.000000000000000,L, , ,Abandoned,NT-1996-VQ-004, , ,2018-06-15 00:00:00,203,52,4,4,NT
315855,ON,RED74, ,52.854599999999998,-94.544499999999999,1989,7,17,1989-07-17 00:00:00,,,1980-1989,2000.000000000000000,L,EXT, , ,ON-1989-RED74, , ,,371,90,6,6a,ON
319819,ON,2012-NIP61, ,51.901043299999998,-88.847842999999997,2012,7,19,2012-07-19 00:00:00,,2012-08-22 00:00:00,2010-2019,2831.000000000000000,L,MON,IFR, ,ON-2012-NIP61,location not ignition - coords derived from poly, ,2013-03-11 00:00:00,393,95,6,6a,ON
1468,BC,1951-C00213, ,51.905000000000001,-125.732000000000000,1951,9,1,1951-09-01 00:00:00,,,1950-1959,607.000000000000000,L, ,Fire, ,BC-1951-1951-C00213, , ,2020-05-05 00:00:00,983,204,14,14,BC
245023,MB,NE-105-216-95, ,57.076000000000001,-101.560000000000000,1995,6,21,1995-06-21 00:00:00,,1995-07-17 00:00:00,1990-1999,2485.099999999999900,L,Intensive, , ,MB-1995-NE-105-216-95, , ,2008-07-24 00:00:00,344,88,6,6a,MB
191137,AB,SWF107, ,57.360250000000001,-113.267667000000000,2017,8,13,2017-08-13 00:00:00,,2018-05-20 00:00:00,2010-2019,17023.000000000000000,L, ,Crown,fueltype: C2,AB-2017-SWF107, , ,2020-06-01 00:00:00,605,139,9,9,AB
210037,SK,04SR-GRISDALE,04SR-GRISDALE,59.758299999999998,-103.656000000000010,2004,7,25,2004-07-25 00:00:00,,2004-10-20 00:00:00,2000-2009,4483.800000000000200,L, ,Wildfire, ,SK-2004-04SR-GRISDALE, , ,2020-04-03 00:00:00,278,71,5,5a,SK
394970,NL,2003-65403, ,52.228136900000003,-61.635081800000002,2003,0,0,,,,2000-2009,3479.286999999999800,L, , , ,NL-LAB-2003-65403,point location calculated from poly data in GIS, ,2007-10-24 00:00:00,328,80,5,5b,NL
35051,BC,1971-GJ0318, ,57.590000000000003,-126.607000000000000,1971,7,27,1971-07-27 00:00:00,,,1970-1979,2428.099999999999900,L, ,Fire, ,BC-1971-1971-GJ0318, , ,2020-05-05 00:00:00,920,180,12,12,BC
374784,NT,ZZ002-12, ,66.540333000000004,-135.021165999999990,2012,6,23,2012-06-23 00:00:00,,2012-06-25 00:00:00,2010-2019,972.389999999999990,L,Monitored, , ,NT-2012-ZZ002-12, , ,2018-06-15 00:00:00,194,51,4,4,NT
